ID,Nome,Idade,Cidade
79,Nome78,68,Cidade39
80,Nome79,62,Cidade42
81,Nome80,60,Cidade56
82,Nome81,68,Cidade37
83,Nome82,38,Cidade73
84,Nome83,57,Cidade78
85,Nome84,62,Cidade35
86,Nome85,19,Cidade16
87,Nome86,69,Cidade37
88,Nome87,43,Cidade47
89,Nome88,64,Cidade75
90,Nome89,66,Cidade69
91,Nome90,51,Cidade86
92,Nome91,41,Cidade36
93,Nome92,37,Cidade64
94,Nome93,69,Cidade50
95,Nome94,36,Cidade35
96,Nome95,51,Cidade51
97,Nome96,49,Cidade86
98,Nome97,65,Cidade91
99,Nome98,51,Cidade60
100,Nome99,55,Cidade25
101,Nome100,42,Cidade39
102,Nome101,18,Cidade18
103,Nome102,29,Cidade47
104,Nome103,24,Cidade98
105,Nome104,42,Cidade31
106,Nome105,21,Cidade5
107,Nome106,33,Cidade24
108,Nome107,59,Cidade79
109,Nome108,65,Cidade55
110,Nome109,48,Cidade54
111,Nome110,34,Cidade32
112,Nome111,64,Cidade4
113,Nome112,48,Cidade41
114,Nome113,40,Cidade33
115,Nome114,37,Cidade34
116,Nome115,34,Cidade27
117,Nome116,33,Cidade38
118,Nome117,66,Cidade66
119,Nome118,31,Cidade10
120,Nome119,50,Cidade13
121,Nome120,69,Cidade66
122,Nome121,18,Cidade26
123,Nome122,42,Cidade6
124,Nome123,54,Cidade2
125,Nome124,62,Cidade10
126,Nome125,22,Cidade59
127,Nome126,64,Cidade18
128,Nome127,53,Cidade89
129,Nome128,53,Cidade8
130,Nome129,53,Cidade10
131,Nome130,37,Cidade97
132,Nome131,43,Cidade1
133,Nome132,50,Cidade77
134,Nome133,22,Cidade86
135,Nome134,45,Cidade18
136,Nome135,43,Cidade95
137,Nome136,38,Cidade73
138,Nome137,25,Cidade3
139,Nome138,36,Cidade63
140,Nome139,69,Cidade4
141,Nome140,69,Cidade47
142,Nome141,43,Cidade16
143,Nome142,39,Cidade59
144,Nome143,59,Cidade67
145,Nome144,53,Cidade66
146,Nome145,39,Cidade38
147,Nome146,56,Cidade22
148,Nome147,20,Cidade36
149,Nome148,26,Cidade69
150,Nome149,52,Cidade82
151,Nome150,18,Cidade5
152,Nome151,34,Cidade18
153,Nome152,29,Cidade26
154,Nome153,65,Cidade98
155,Nome154,26,Cidade65
156,Nome155,41,Cidade10
157,Nome156,19,Cidade15
158,Nome157,31,Cidade24
159,Nome158,61,Cidade57
160,Nome159,38,Cidade79
161,Nome160,66,Cidade15
162,Nome161,63,Cidade47
163,Nome162,56,Cidade62
164,Nome163,27,Cidade56
165,Nome164,48,Cidade58
166,Nome165,32,Cidade31
167,Nome166,19,Cidade48
168,Nome167,26,Cidade67
169,Nome168,51,Cidade27
170,Nome169,60,Cidade94
171,Nome170,52,Cidade84
172,Nome171,20,Cidade71
173,Nome172,56,Cidade85
174,Nome173,56,Cidade73
175,Nome174,68,Cidade47
176,Nome175,59,Cidade51
177,Nome176,34,Cidade19
178,Nome177,26,Cidade23
179,Nome178,65,Cidade39
180,Nome179,41,Cidade87
181,Nome180,31,Cidade32
182,Nome181,68,Cidade87
183,Nome182,48,Cidade19
184,Nome183,44,Cidade49
185,Nome184,65,Cidade14
186,Nome185,41,Cidade63
187,Nome186,19,Cidade82
188,Nome187,29,Cidade72
189,Nome188,22,Cidade82
190,Nome189,35,Cidade31
191,Nome190,22,Cidade83
192,Nome191,25,Cidade23
193,Nome192,28,Cidade5
194,Nome193,57,Cidade27
195,Nome194,36,Cidade49
196,Nome195,30,Cidade51
197,Nome196,33,Cidade18
198,Nome197,68,Cidade5
199,Nome198,25,Cidade92
200,Nome199,32,Cidade57
201,Nome200,61,Cidade15
202,Nome201,41,Cidade10
203,Nome202,27,Cidade57
204,Nome203,62,Cidade92
205,Nome204,46,Cidade73
206,Nome205,57,Cidade80
207,Nome206,19,Cidade19
208,Nome207,27,Cidade68
209,Nome208,27,Cidade84
210,Nome209,44,Cidade2
211,Nome210,44,Cidade43
212,Nome211,55,Cidade33
213,Nome212,59,Cidade60
214,Nome213,46,Cidade53
215,Nome214,49,Cidade57
216,Nome215,33,Cidade56
217,Nome216,25,Cidade9
218,Nome217,29,Cidade79
219,Nome218,23,Cidade89
220,Nome219,44,Cidade17
221,Nome220,24,Cidade60
222,Nome221,66,Cidade55
223,Nome222,48,Cidade10
224,Nome223,63,Cidade7
225,Nome224,21,Cidade2
226,Nome225,25,Cidade65
227,Nome226,28,Cidade27
228,Nome227,48,Cidade64
229,Nome228,68,Cidade1
230,Nome229,62,Cidade1
231,Nome230,62,Cidade46
232,Nome231,28,Cidade33
233,Nome232,25,Cidade69
234,Nome233,54,Cidade54
235,Nome234,36,Cidade16
236,Nome235,64,Cidade76
237,Nome236,54,Cidade40
238,Nome237,42,Cidade89
239,Nome238,68,Cidade86
240,Nome239,51,Cidade90
241,Nome240,19,Cidade87
242,Nome241,18,Cidade77
243,Nome242,25,Cidade3
244,Nome243,63,Cidade19
245,Nome244,64,Cidade29
246,Nome245,41,Cidade99
247,Nome246,59,Cidade36
248,Nome247,18,Cidade49
249,Nome248,38,Cidade51
250,Nome249,36,Cidade90
251,Nome250,49,Cidade90
252,Nome251,44,Cidade40
253,Nome252,19,Cidade56
254,Nome253,38,Cidade16
255,Nome254,51,Cidade30
256,Nome255,64,Cidade22
257,Nome256,44,Cidade38
258,Nome257,48,Cidade1
259,Nome258,19,Cidade93
260,Nome259,45,Cidade43
261,Nome260,26,Cidade72
262,Nome261,22,Cidade78
263,Nome262,39,Cidade56
264,Nome263,61,Cidade99
265,Nome264,25,Cidade32
266,Nome265,43,Cidade89
267,Nome266,48,Cidade75
268,Nome267,53,Cidade67
269,Nome268,45,Cidade17
270,Nome269,69,Cidade91
271,Nome270,58,Cidade90
272,Nome271,60,Cidade26
273,Nome272,64,Cidade97
274,Nome273,20,Cidade86
275,Nome274,62,Cidade21
276,Nome275,49,Cidade38
277,Nome276,41,Cidade58
278,Nome277,40,Cidade97
279,Nome278,52,Cidade71
280,Nome279,32,Cidade11
281,Nome280,59,Cidade3
282,Nome281,48,Cidade25
283,Nome282,52,Cidade57
284,Nome283,66,Cidade7
285,Nome284,26,Cidade10
286,Nome285,69,Cidade37
287,Nome286,39,Cidade5
288,Nome287,20,Cidade43
289,Nome288,24,Cidade83
290,Nome289,43,Cidade13
291,Nome290,68,Cidade51
292,Nome291,46,Cidade69
293,Nome292,45,Cidade33
294,Nome293,54,Cidade28
295,Nome294,18,Cidade16
296,Nome295,45,Cidade66
297,Nome296,40,Cidade70
298,Nome297,33,Cidade33
299,Nome298,31,Cidade85
300,Nome299,28,Cidade72
301,Nome300,24,Cidade11
302,Nome301,56,Cidade64
303,Nome302,58,Cidade19
304,Nome303,39,Cidade39
305,Nome304,45,Cidade34
306,Nome305,60,Cidade90
307,Nome306,63,Cidade29
308,Nome307,68,Cidade14
309,Nome308,30,Cidade78
310,Nome309,24,Cidade59
311,Nome310,60,Cidade4
312,Nome311,26,Cidade2
313,Nome312,46,Cidade84
314,Nome313,21,Cidade81
315,Nome314,39,Cidade51
316,Nome315,25,Cidade80
317,Nome316,49,Cidade70
318,Nome317,36,Cidade49
319,Nome318,45,Cidade33
320,Nome319,59,Cidade8
321,Nome320,56,Cidade41
322,Nome321,23,Cidade2
323,Nome322,50,Cidade96
324,Nome323,37,Cidade22
325,Nome324,34,Cidade99
326,Nome325,27,Cidade79
327,Nome326,59,Cidade93
328,Nome327,43,Cidade62
329,Nome328,31,Cidade35
330,Nome329,59,Cidade16
331,Nome330,60,Cidade93
332,Nome331,21,Cidade83
333,Nome332,63,Cidade97
334,Nome333,50,Cidade24
335,Nome334,55,Cidade85
336,Nome335,40,Cidade97
337,Nome336,56,Cidade71
338,Nome337,57,Cidade77
339,Nome338,44,Cidade2
340,Nome339,30,Cidade3
341,Nome340,21,Cidade98
342,Nome341,58,Cidade86
343,Nome342,26,Cidade83
344,Nome343,52,Cidade93
345,Nome344,67,Cidade98
346,Nome345,58,Cidade33
347,Nome346,34,Cidade3
348,Nome347,61,Cidade13
349,Nome348,39,Cidade17
350,Nome349,33,Cidade58
351,Nome350,37,Cidade14
352,Nome351,25,Cidade41
353,Nome352,19,Cidade67
354,Nome353,56,Cidade2
355,Nome354,67,Cidade86
356,Nome355,42,Cidade11
357,Nome356,47,Cidade47
358,Nome357,47,Cidade32
359,Nome358,39,Cidade40
360,Nome359,49,Cidade54
361,Nome360,59,Cidade67
362,Nome361,50,Cidade1
363,Nome362,44,Cidade3
364,Nome363,20,Cidade55
365,Nome364,48,Cidade50
366,Nome365,23,Cidade33
367,Nome366,59,Cidade92
368,Nome367,22,Cidade85
369,Nome368,29,Cidade16
370,Nome369,26,Cidade27
371,Nome370,42,Cidade85
372,Nome371,46,Cidade55
373,Nome372,54,Cidade44
374,Nome373,47,Cidade35
375,Nome374,39,Cidade45
376,Nome375,41,Cidade58
377,Nome376,30,Cidade8
378,Nome377,62,Cidade1
379,Nome378,30,Cidade4
380,Nome379,18,Cidade21
381,Nome380,31,Cidade30
382,Nome381,43,Cidade86
383,Nome382,60,Cidade31
384,Nome383,34,Cidade36
385,Nome384,63,Cidade59
386,Nome385,56,Cidade29
387,Nome386,32,Cidade70
388,Nome387,51,Cidade83
389,Nome388,56,Cidade19
390,Nome389,44,Cidade38
391,Nome390,24,Cidade42
392,Nome391,24,Cidade82
393,Nome392,61,Cidade48
394,Nome393,22,Cidade56
395,Nome394,28,Cidade55
396,Nome395,30,Cidade7
397,Nome396,33,Cidade3
398,Nome397,22,Cidade87
399,Nome398,49,Cidade23
400,Nome399,59,Cidade5
401,Nome400,30,Cidade65
402,Nome401,58,Cidade45
403,Nome402,58,Cidade89
404,Nome403,62,Cidade69
405,Nome404,27,Cidade67
406,Nome405,68,Cidade45
407,Nome406,27,Cidade55
408,Nome407,47,Cidade9
409,Nome408,54,Cidade66
410,Nome409,31,Cidade20
411,Nome410,37,Cidade60
412,Nome411,27,Cidade58
413,Nome412,55,Cidade8
414,Nome413,45,Cidade30
415,Nome414,36,Cidade15
416,Nome415,63,Cidade23
417,Nome416,69,Cidade90
418,Nome417,19,Cidade62
419,Nome418,40,Cidade37
420,Nome419,45,Cidade12
421,Nome420,35,Cidade28
422,Nome421,20,Cidade81
423,Nome422,64,Cidade59
424,Nome423,43,Cidade51
425,Nome424,18,Cidade22
426,Nome425,38,Cidade96
427,Nome426,58,Cidade57
428,Nome427,68,Cidade45
429,Nome428,20,Cidade76
430,Nome429,33,Cidade87
431,Nome430,25,Cidade96
432,Nome431,25,Cidade9
433,Nome432,57,Cidade8
434,Nome433,53,Cidade86
435,Nome434,54,Cidade95
436,Nome435,26,Cidade7
437,Nome436,40,Cidade58
438,Nome437,48,Cidade5
439,Nome438,42,Cidade39
440,Nome439,53,Cidade11
441,Nome440,41,Cidade30
442,Nome441,33,Cidade32
443,Nome442,31,Cidade24
444,Nome443,52,Cidade64
445,Nome444,51,Cidade73
446,Nome445,56,Cidade87
447,Nome446,65,Cidade52
448,Nome447,20,Cidade59
449,Nome448,60,Cidade83
450,Nome449,65,Cidade97
451,Nome450,62,Cidade83
452,Nome451,46,Cidade8
453,Nome452,26,Cidade40
454,Nome453,64,Cidade53
455,Nome454,52,Cidade29
456,Nome455,68,Cidade1
457,Nome456,38,Cidade89
458,Nome457,39,Cidade38
459,Nome458,21,Cidade47
460,Nome459,33,Cidade69
461,Nome460,57,Cidade43
462,Nome461,48,Cidade36
463,Nome462,54,Cidade56
464,Nome463,50,Cidade96
465,Nome464,58,Cidade63
466,Nome465,25,Cidade50
467,Nome466,68,Cidade88
468,Nome467,36,Cidade19
469,Nome468,19,Cidade36
470,Nome469,47,Cidade51
471,Nome470,51,Cidade50
472,Nome471,56,Cidade64
473,Nome472,52,Cidade46
474,Nome473,60,Cidade73
475,Nome474,57,Cidade16
476,Nome475,52,Cidade29
477,Nome476,33,Cidade45
478,Nome477,18,Cidade59
479,Nome478,30,Cidade49
480,Nome479,33,Cidade15
481,Nome480,60,Cidade4
482,Nome481,41,Cidade99
483,Nome482,66,Cidade64
484,Nome483,37,Cidade32
485,Nome484,67,Cidade82
486,Nome485,31,Cidade73
487,Nome486,45,Cidade28
488,Nome487,26,Cidade28
489,Nome488,26,Cidade71
490,Nome489,56,Cidade46
491,Nome490,56,Cidade39
492,Nome491,36,Cidade21
493,Nome492,33,Cidade43
494,Nome493,19,Cidade24
495,Nome494,65,Cidade71
496,Nome495,39,Cidade75
497,Nome496,27,Cidade51
498,Nome497,57,Cidade87
499,Nome498,49,Cidade33
500,Nome499,42,Cidade41
501,Nome500,47,Cidade45
502,Nome501,46,Cidade49
503,Nome502,52,Cidade8
504,Nome503,52,Cidade11
505,Nome504,54,Cidade58
506,Nome505,67,Cidade62
507,Nome506,61,Cidade60
508,Nome507,52,Cidade60
509,Nome508,49,Cidade53
510,Nome509,36,Cidade43
511,Nome510,41,Cidade44
512,Nome511,46,Cidade83
513,Nome512,37,Cidade62
514,Nome513,34,Cidade84
515,Nome514,30,Cidade90
516,Nome515,33,Cidade92
517,Nome516,54,Cidade32
518,Nome517,57,Cidade59
519,Nome518,22,Cidade19
520,Nome519,27,Cidade45
521,Nome520,68,Cidade9
522,Nome521,46,Cidade82
523,Nome522,30,Cidade21
524,Nome523,63,Cidade40
525,Nome524,67,Cidade49
526,Nome525,23,Cidade71
527,Nome526,48,Cidade14
528,Nome527,23,Cidade21
529,Nome528,25,Cidade66
530,Nome529,63,Cidade24
531,Nome530,20,Cidade32
532,Nome531,38,Cidade89
533,Nome532,57,Cidade11
534,Nome533,26,Cidade95
535,Nome534,24,Cidade44
536,Nome535,47,Cidade86
537,Nome536,51,Cidade99
538,Nome537,36,Cidade7
539,Nome538,67,Cidade4
540,Nome539,69,Cidade85
541,Nome540,50,Cidade47
542,Nome541,45,Cidade67
543,Nome542,59,Cidade54
544,Nome543,29,Cidade67
545,Nome544,38,Cidade57
546,Nome545,63,Cidade4
547,Nome546,66,Cidade66
548,Nome547,63,Cidade60
549,Nome548,65,Cidade20
550,Nome549,53,Cidade93
551,Nome550,24,Cidade85
552,Nome551,59,Cidade74
553,Nome552,40,Cidade64
554,Nome553,34,Cidade72
555,Nome554,31,Cidade15
556,Nome555,19,Cidade9
557,Nome556,53,Cidade34
558,Nome557,35,Cidade8
559,Nome558,55,Cidade25
560,Nome559,51,Cidade51
561,Nome560,34,Cidade88
562,Nome561,68,Cidade3
563,Nome562,44,Cidade77
564,Nome563,26,Cidade13
565,Nome564,63,Cidade55
566,Nome565,28,Cidade28
567,Nome566,39,Cidade78
568,Nome567,25,Cidade38
569,Nome568,23,Cidade64
570,Nome569,32,Cidade91
571,Nome570,53,Cidade84
572,Nome571,40,Cidade46
573,Nome572,66,Cidade33
574,Nome573,43,Cidade82
575,Nome574,65,Cidade31
576,Nome575,32,Cidade38
577,Nome576,53,Cidade47
578,Nome577,46,Cidade61
579,Nome578,63,Cidade19
580,Nome579,53,Cidade7
581,Nome580,59,Cidade15
582,Nome581,54,Cidade53
583,Nome582,18,Cidade85
584,Nome583,58,Cidade23
585,Nome584,26,Cidade48
586,Nome585,26,Cidade56
587,Nome586,43,Cidade70
588,Nome587,61,Cidade48
589,Nome588,44,Cidade9
590,Nome589,49,Cidade25
591,Nome590,20,Cidade18
592,Nome591,54,Cidade24
593,Nome592,20,Cidade99
594,Nome593,56,Cidade37
595,Nome594,46,Cidade61
596,Nome595,41,Cidade5
597,Nome596,67,Cidade32
598,Nome597,50,Cidade47
599,Nome598,45,Cidade75
600,Nome599,33,Cidade37
601,Nome600,27,Cidade35
602,Nome601,69,Cidade58
603,Nome602,42,Cidade93
604,Nome603,54,Cidade94
605,Nome604,47,Cidade32
606,Nome605,18,Cidade95
607,Nome606,65,Cidade76
608,Nome607,30,Cidade98
609,Nome608,19,Cidade21
610,Nome609,64,Cidade42
611,Nome610,41,Cidade37
612,Nome611,63,Cidade17
613,Nome612,64,Cidade33
614,Nome613,64,Cidade46
615,Nome614,34,Cidade10
616,Nome615,37,Cidade55
617,Nome616,40,Cidade74
618,Nome617,58,Cidade81
619,Nome618,50,Cidade42
620,Nome619,42,Cidade15
621,Nome620,31,Cidade17
622,Nome621,36,Cidade71
623,Nome622,64,Cidade63
624,Nome623,60,Cidade40
625,Nome624,51,Cidade89
626,Nome625,32,Cidade43
627,Nome626,25,Cidade89
628,Nome627,28,Cidade64
629,Nome628,21,Cidade22
630,Nome629,54,Cidade54
631,Nome630,52,Cidade79
632,Nome631,58,Cidade44
633,Nome632,63,Cidade50
634,Nome633,64,Cidade93
635,Nome634,55,Cidade37
636,Nome635,59,Cidade44
637,Nome636,26,Cidade3
638,Nome637,61,Cidade4
639,Nome638,49,Cidade98
640,Nome639,31,Cidade7
641,Nome640,50,Cidade65
642,Nome641,24,Cidade97
643,Nome642,37,Cidade75
644,Nome643,66,Cidade30
645,Nome644,34,Cidade38
646,Nome645,39,Cidade17
647,Nome646,23,Cidade52
648,Nome647,25,Cidade11
649,Nome648,18,Cidade40
650,Nome649,42,Cidade51
651,Nome650,44,Cidade56
652,Nome651,69,Cidade89
653,Nome652,42,Cidade14
654,Nome653,40,Cidade84
655,Nome654,36,Cidade12
656,Nome655,49,Cidade28
657,Nome656,44,Cidade83
658,Nome657,61,Cidade14
659,Nome658,59,Cidade80
660,Nome659,68,Cidade92
661,Nome660,63,Cidade84
662,Nome661,63,Cidade45
663,Nome662,67,Cidade17
664,Nome663,40,Cidade77
665,Nome664,18,Cidade60
666,Nome665,35,Cidade44
667,Nome666,24,Cidade83
668,Nome667,53,Cidade39
669,Nome668,25,Cidade46
670,Nome669,42,Cidade72
671,Nome670,56,Cidade51
672,Nome671,18,Cidade57
673,Nome672,19,Cidade90
674,Nome673,32,Cidade77
675,Nome674,50,Cidade61
676,Nome675,60,Cidade43
677,Nome676,28,Cidade98
678,Nome677,19,Cidade95
679,Nome678,52,Cidade84
680,Nome679,64,Cidade40
681,Nome680,59,Cidade42
682,Nome681,60,Cidade29
683,Nome682,39,Cidade63
684,Nome683,31,Cidade14
685,Nome684,23,Cidade89
686,Nome685,32,Cidade63
687,Nome686,33,Cidade25
688,Nome687,39,Cidade38
689,Nome688,36,Cidade55
690,Nome689,50,Cidade15
691,Nome690,51,Cidade64
692,Nome691,22,Cidade94
693,Nome692,68,Cidade52
694,Nome693,31,Cidade82
695,Nome694,58,Cidade42
696,Nome695,49,Cidade66
697,Nome696,45,Cidade11
698,Nome697,57,Cidade85
699,Nome698,51,Cidade93
700,Nome699,52,Cidade97
701,Nome700,50,Cidade1
702,Nome701,49,Cidade58
703,Nome702,56,Cidade15
704,Nome703,55,Cidade2
705,Nome704,26,Cidade49
706,Nome705,45,Cidade93
707,Nome706,19,Cidade19
708,Nome707,27,Cidade28
709,Nome708,50,Cidade75
710,Nome709,29,Cidade94
711,Nome710,32,Cidade81
712,Nome711,46,Cidade24
713,Nome712,40,Cidade35
714,Nome713,20,Cidade70
715,Nome714,36,Cidade22
716,Nome715,63,Cidade56
717,Nome716,22,Cidade20
718,Nome717,67,Cidade53
719,Nome718,29,Cidade91
720,Nome719,50,Cidade65
721,Nome720,23,Cidade44
722,Nome721,42,Cidade18
723,Nome722,19,Cidade72
724,Nome723,35,Cidade25
725,Nome724,25,Cidade28
726,Nome725,38,Cidade66
727,Nome726,30,Cidade10
728,Nome727,63,Cidade35
729,Nome728,28,Cidade69
730,Nome729,25,Cidade40
731,Nome730,31,Cidade73
732,Nome731,33,Cidade56
733,Nome732,20,Cidade31
734,Nome733,44,Cidade45
735,Nome734,31,Cidade40
736,Nome735,24,Cidade60
737,Nome736,54,Cidade65
738,Nome737,58,Cidade97
739,Nome738,59,Cidade86
740,Nome739,43,Cidade57
741,Nome740,59,Cidade54
742,Nome741,38,Cidade52
743,Nome742,44,Cidade90
744,Nome743,25,Cidade83
745,Nome744,41,Cidade76
746,Nome745,50,Cidade9
747,Nome746,35,Cidade94
748,Nome747,32,Cidade75
749,Nome748,22,Cidade42
750,Nome749,68,Cidade47
751,Nome750,25,Cidade85
752,Nome751,41,Cidade98
753,Nome752,38,Cidade91
754,Nome753,22,Cidade11
755,Nome754,29,Cidade56
756,Nome755,49,Cidade54
757,Nome756,36,Cidade84
758,Nome757,58,Cidade86
759,Nome758,64,Cidade76
760,Nome759,42,Cidade94
761,Nome760,29,Cidade10
762,Nome761,67,Cidade15
763,Nome762,35,Cidade84
764,Nome763,52,Cidade64
765,Nome764,65,Cidade3
766,Nome765,51,Cidade40
767,Nome766,46,Cidade52
768,Nome767,25,Cidade33
769,Nome768,42,Cidade94
770,Nome769,43,Cidade26
771,Nome770,55,Cidade67
772,Nome771,24,Cidade55
773,Nome772,52,Cidade79
774,Nome773,67,Cidade31
775,Nome774,36,Cidade66
776,Nome775,49,Cidade92
777,Nome776,25,Cidade25
778,Nome777,44,Cidade81
779,Nome778,32,Cidade31
780,Nome779,54,Cidade27
781,Nome780,33,Cidade77
782,Nome781,18,Cidade81
783,Nome782,30,Cidade20
784,Nome783,50,Cidade27
785,Nome784,27,Cidade1
786,Nome785,27,Cidade43
787,Nome786,65,Cidade55
788,Nome787,37,Cidade16
789,Nome788,22,Cidade42
790,Nome789,25,Cidade30
791,Nome790,60,Cidade90
792,Nome791,66,Cidade98
793,Nome792,25,Cidade71
794,Nome793,62,Cidade51
795,Nome794,25,Cidade68
796,Nome795,48,Cidade26
797,Nome796,42,Cidade4
798,Nome797,18,Cidade14
799,Nome798,49,Cidade72
800,Nome799,27,Cidade6
801,Nome800,60,Cidade36
802,Nome801,51,Cidade97
803,Nome802,45,Cidade29
804,Nome803,69,Cidade93
805,Nome804,34,Cidade48
806,Nome805,30,Cidade55
807,Nome806,44,Cidade65
808,Nome807,48,Cidade97
809,Nome808,23,Cidade92
810,Nome809,66,Cidade70
811,Nome810,32,Cidade62
812,Nome811,65,Cidade18
813,Nome812,22,Cidade63
814,Nome813,55,Cidade39
815,Nome814,46,Cidade96
816,Nome815,31,Cidade87
817,Nome816,19,Cidade78
818,Nome817,64,Cidade18
819,Nome818,22,Cidade89
820,Nome819,36,Cidade81
821,Nome820,31,Cidade87
822,Nome821,62,Cidade46
823,Nome822,64,Cidade93
824,Nome823,20,Cidade28
825,Nome824,19,Cidade85
826,Nome825,27,Cidade4
827,Nome826,29,Cidade33
828,Nome827,39,Cidade56
829,Nome828,51,Cidade18
830,Nome829,59,Cidade46
831,Nome830,26,Cidade41
832,Nome831,51,Cidade86
833,Nome832,25,Cidade16
834,Nome833,31,Cidade24
835,Nome834,51,Cidade52
836,Nome835,42,Cidade48
837,Nome836,42,Cidade80
838,Nome837,69,Cidade59
839,Nome838,40,Cidade49
840,Nome839,66,Cidade28
841,Nome840,36,Cidade59
842,Nome841,26,Cidade77
843,Nome842,41,Cidade11
844,Nome843,40,Cidade71
845,Nome844,44,Cidade61
846,Nome845,30,Cidade14
847,Nome846,47,Cidade19
848,Nome847,27,Cidade34
849,Nome848,40,Cidade20
850,Nome849,66,Cidade84
851,Nome850,61,Cidade27
852,Nome851,52,Cidade38
853,Nome852,18,Cidade9
854,Nome853,54,Cidade90
855,Nome854,19,Cidade57
856,Nome855,45,Cidade91
857,Nome856,66,Cidade86
858,Nome857,59,Cidade66
859,Nome858,42,Cidade92
860,Nome859,55,Cidade99
861,Nome860,25,Cidade91
862,Nome861,37,Cidade53
863,Nome862,38,Cidade56
864,Nome863,66,Cidade63
865,Nome864,32,Cidade6
866,Nome865,21,Cidade70
867,Nome866,59,Cidade11
868,Nome867,38,Cidade92
869,Nome868,50,Cidade4
870,Nome869,41,Cidade7
871,Nome870,33,Cidade87
872,Nome871,21,Cidade39
873,Nome872,22,Cidade34
874,Nome873,62,Cidade18
875,Nome874,52,Cidade20
876,Nome875,41,Cidade65
877,Nome876,26,Cidade24
878,Nome877,28,Cidade35
879,Nome878,59,Cidade88
880,Nome879,40,Cidade23
881,Nome880,43,Cidade62
882,Nome881,24,Cidade9
883,Nome882,18,Cidade92
884,Nome883,24,Cidade40
885,Nome884,64,Cidade16
886,Nome885,53,Cidade20
887,Nome886,67,Cidade4
888,Nome887,51,Cidade70
889,Nome888,44,Cidade47
890,Nome889,62,Cidade55
891,Nome890,67,Cidade97
892,Nome891,32,Cidade55
893,Nome892,52,Cidade8
894,Nome893,35,Cidade22
895,Nome894,61,Cidade75
896,Nome895,57,Cidade35
897,Nome896,34,Cidade79
898,Nome897,25,Cidade54
899,Nome898,37,Cidade2
900,Nome899,53,Cidade84
901,Nome900,39,Cidade42
902,Nome901,64,Cidade13
903,Nome902,35,Cidade12
904,Nome903,21,Cidade60
905,Nome904,47,Cidade33
906,Nome905,21,Cidade65
907,Nome906,47,Cidade46
908,Nome907,31,Cidade18
909,Nome908,25,Cidade94
910,Nome909,56,Cidade52
911,Nome910,47,Cidade15
912,Nome911,59,Cidade89
913,Nome912,19,Cidade14
914,Nome913,49,Cidade46
915,Nome914,19,Cidade76
916,Nome915,68,Cidade16
917,Nome916,36,Cidade28
918,Nome917,24,Cidade86
919,Nome918,51,Cidade32
920,Nome919,67,Cidade60
921,Nome920,31,Cidade95
922,Nome921,35,Cidade25
923,Nome922,42,Cidade6
924,Nome923,48,Cidade91
925,Nome924,25,Cidade72
926,Nome925,60,Cidade17
927,Nome926,22,Cidade80
928,Nome927,27,Cidade10
929,Nome928,51,Cidade12
930,Nome929,48,Cidade19
931,Nome930,50,Cidade7
