ID|Nome|Idade|Cidade
66|Nome65|63|Cidade40
67|Nome66|63|Cidade75
68|Nome67|67|Cidade18
69|Nome68|69|Cidade25
70|Nome69|56|Cidade95
71|Nome70|37|Cidade43
72|Nome71|66|Cidade34
73|Nome72|48|Cidade44
74|Nome73|52|Cidade5
75|Nome74|67|Cidade30
76|Nome75|22|Cidade5
77|Nome76|18|Cidade22
78|Nome77|52|Cidade18
79|Nome78|48|Cidade10
80|Nome79|21|Cidade66
81|Nome80|46|Cidade52
82|Nome81|49|Cidade27
83|Nome82|63|Cidade40
84|Nome83|21|Cidade5
85|Nome84|52|Cidade74
86|Nome85|32|Cidade7
87|Nome86|29|Cidade38
88|Nome87|65|Cidade77
89|Nome88|48|Cidade7
90|Nome89|40|Cidade16
91|Nome90|31|Cidade67
92|Nome91|40|Cidade9
93|Nome92|57|Cidade51
94|Nome93|25|Cidade10
95|Nome94|57|Cidade77
96|Nome95|23|Cidade99
97|Nome96|18|Cidade58
98|Nome97|39|Cidade3
99|Nome98|55|Cidade66
100|Nome99|64|Cidade53
101|Nome100|36|Cidade92
102|Nome101|18|Cidade21
103|Nome102|53|Cidade2
104|Nome103|53|Cidade16
105|Nome104|41|Cidade1
106|Nome105|40|Cidade82
107|Nome106|37|Cidade47
108|Nome107|35|Cidade75
109|Nome108|48|Cidade15
110|Nome109|32|Cidade51
111|Nome110|26|Cidade35
112|Nome111|28|Cidade13
113|Nome112|20|Cidade33
114|Nome113|48|Cidade92
115|Nome114|30|Cidade25
116|Nome115|62|Cidade24
117|Nome116|38|Cidade1
118|Nome117|35|Cidade43
119|Nome118|43|Cidade9
120|Nome119|60|Cidade35
121|Nome120|43|Cidade32
122|Nome121|39|Cidade44
123|Nome122|25|Cidade34
124|Nome123|25|Cidade40
125|Nome124|26|Cidade94
126|Nome125|37|Cidade85
127|Nome126|38|Cidade85
128|Nome127|51|Cidade55
129|Nome128|64|Cidade1
130|Nome129|48|Cidade21
131|Nome130|59|Cidade9
132|Nome131|37|Cidade36
133|Nome132|49|Cidade19
134|Nome133|46|Cidade64
135|Nome134|69|Cidade6
136|Nome135|26|Cidade38
137|Nome136|39|Cidade91
138|Nome137|29|Cidade35
139|Nome138|44|Cidade67
140|Nome139|44|Cidade57
141|Nome140|67|Cidade30
142|Nome141|33|Cidade14
143|Nome142|60|Cidade45
144|Nome143|48|Cidade9
145|Nome144|20|Cidade86
146|Nome145|65|Cidade18
147|Nome146|31|Cidade56
148|Nome147|48|Cidade2
149|Nome148|34|Cidade18
150|Nome149|48|Cidade51
151|Nome150|22|Cidade63
152|Nome151|51|Cidade92
153|Nome152|69|Cidade6
154|Nome153|61|Cidade11
155|Nome154|35|Cidade40
156|Nome155|56|Cidade50
157|Nome156|42|Cidade67
158|Nome157|61|Cidade87
159|Nome158|21|Cidade62
160|Nome159|60|Cidade58
161|Nome160|27|Cidade76
162|Nome161|51|Cidade70
163|Nome162|26|Cidade47
164|Nome163|31|Cidade36
165|Nome164|44|Cidade75
166|Nome165|55|Cidade24
167|Nome166|56|Cidade97
168|Nome167|34|Cidade47
169|Nome168|29|Cidade12
170|Nome169|26|Cidade88
171|Nome170|64|Cidade74
172|Nome171|41|Cidade75
173|Nome172|26|Cidade56
174|Nome173|30|Cidade84
175|Nome174|31|Cidade49
176|Nome175|26|Cidade61
177|Nome176|27|Cidade13
178|Nome177|65|Cidade98
179|Nome178|52|Cidade67
180|Nome179|23|Cidade33
181|Nome180|67|Cidade74
182|Nome181|54|Cidade48
183|Nome182|66|Cidade85
184|Nome183|67|Cidade86
185|Nome184|60|Cidade68
186|Nome185|66|Cidade87
187|Nome186|40|Cidade84
188|Nome187|51|Cidade37
189|Nome188|25|Cidade24
190|Nome189|30|Cidade30
191|Nome190|29|Cidade48
192|Nome191|61|Cidade38
193|Nome192|57|Cidade53
194|Nome193|57|Cidade48
195|Nome194|62|Cidade49
196|Nome195|48|Cidade76
197|Nome196|36|Cidade76
198|Nome197|39|Cidade19
199|Nome198|27|Cidade53
200|Nome199|45|Cidade29
201|Nome200|20|Cidade62
202|Nome201|55|Cidade31
203|Nome202|39|Cidade81
204|Nome203|24|Cidade74
205|Nome204|31|Cidade31
206|Nome205|57|Cidade71
207|Nome206|41|Cidade99
208|Nome207|67|Cidade79
209|Nome208|29|Cidade87
210|Nome209|20|Cidade59
211|Nome210|27|Cidade19
212|Nome211|35|Cidade45
213|Nome212|54|Cidade80
214|Nome213|61|Cidade9
215|Nome214|28|Cidade58
216|Nome215|46|Cidade26
217|Nome216|31|Cidade74
218|Nome217|19|Cidade61
219|Nome218|68|Cidade45
220|Nome219|67|Cidade99
221|Nome220|22|Cidade8
222|Nome221|47|Cidade84
223|Nome222|51|Cidade22
224|Nome223|22|Cidade43
225|Nome224|33|Cidade71
226|Nome225|52|Cidade22
227|Nome226|45|Cidade43
228|Nome227|47|Cidade44
229|Nome228|23|Cidade98
230|Nome229|42|Cidade32
231|Nome230|58|Cidade2
232|Nome231|51|Cidade15
233|Nome232|18|Cidade13
234|Nome233|58|Cidade3
235|Nome234|49|Cidade46
236|Nome235|18|Cidade6
237|Nome236|47|Cidade80
238|Nome237|65|Cidade65
239|Nome238|61|Cidade53
240|Nome239|45|Cidade69
241|Nome240|49|Cidade63
242|Nome241|24|Cidade21
243|Nome242|20|Cidade92
244|Nome243|44|Cidade84
245|Nome244|37|Cidade37
246|Nome245|60|Cidade72
247|Nome246|60|Cidade23
248|Nome247|68|Cidade67
249|Nome248|57|Cidade41
250|Nome249|56|Cidade26
251|Nome250|69|Cidade69
252|Nome251|46|Cidade18
253|Nome252|60|Cidade46
254|Nome253|20|Cidade69
255|Nome254|36|Cidade20
256|Nome255|29|Cidade27
257|Nome256|37|Cidade99
258|Nome257|41|Cidade34
259|Nome258|37|Cidade50
260|Nome259|69|Cidade19
261|Nome260|42|Cidade61
262|Nome261|27|Cidade95
263|Nome262|23|Cidade40
264|Nome263|55|Cidade87
265|Nome264|41|Cidade62
266|Nome265|25|Cidade67
267|Nome266|58|Cidade35
268|Nome267|18|Cidade78
269|Nome268|29|Cidade90
270|Nome269|37|Cidade23
271|Nome270|61|Cidade83
272|Nome271|31|Cidade64
273|Nome272|46|Cidade30
274|Nome273|54|Cidade84
275|Nome274|39|Cidade25
276|Nome275|37|Cidade92
277|Nome276|24|Cidade50
278|Nome277|67|Cidade47
279|Nome278|50|Cidade97
280|Nome279|19|Cidade67
281|Nome280|43|Cidade35
282|Nome281|41|Cidade70
283|Nome282|23|Cidade80
284|Nome283|41|Cidade47
285|Nome284|31|Cidade11
286|Nome285|34|Cidade9
287|Nome286|36|Cidade94
288|Nome287|69|Cidade67
289|Nome288|68|Cidade70
290|Nome289|44|Cidade22
291|Nome290|31|Cidade76
292|Nome291|66|Cidade24
293|Nome292|52|Cidade88
294|Nome293|64|Cidade34
295|Nome294|26|Cidade65
296|Nome295|54|Cidade64
297|Nome296|64|Cidade19
298|Nome297|32|Cidade97
299|Nome298|52|Cidade46
300|Nome299|47|Cidade49
301|Nome300|45|Cidade86
302|Nome301|44|Cidade11
303|Nome302|44|Cidade36
304|Nome303|67|Cidade44
305|Nome304|61|Cidade52
306|Nome305|44|Cidade70
307|Nome306|35|Cidade9
308|Nome307|56|Cidade11
309|Nome308|31|Cidade41
310|Nome309|57|Cidade60
311|Nome310|63|Cidade95
312|Nome311|48|Cidade92
313|Nome312|53|Cidade98
314|Nome313|20|Cidade7
315|Nome314|49|Cidade13
316|Nome315|19|Cidade88
317|Nome316|39|Cidade23
318|Nome317|28|Cidade70
319|Nome318|20|Cidade76
320|Nome319|46|Cidade62
321|Nome320|20|Cidade98
322|Nome321|63|Cidade11
323|Nome322|46|Cidade90
324|Nome323|24|Cidade42
325|Nome324|26|Cidade53
326|Nome325|49|Cidade30
327|Nome326|48|Cidade81
328|Nome327|40|Cidade80
329|Nome328|37|Cidade40
330|Nome329|62|Cidade83
331|Nome330|28|Cidade43
332|Nome331|47|Cidade74
333|Nome332|61|Cidade97
334|Nome333|59|Cidade70
335|Nome334|58|Cidade83
336|Nome335|67|Cidade58
337|Nome336|67|Cidade41
338|Nome337|56|Cidade62
339|Nome338|30|Cidade60
340|Nome339|24|Cidade73
341|Nome340|68|Cidade27
342|Nome341|66|Cidade26
343|Nome342|51|Cidade13
344|Nome343|56|Cidade49
345|Nome344|40|Cidade73
346|Nome345|54|Cidade5
347|Nome346|61|Cidade86
348|Nome347|39|Cidade61
349|Nome348|46|Cidade46
350|Nome349|30|Cidade40
351|Nome350|55|Cidade92
352|Nome351|53|Cidade50
353|Nome352|52|Cidade75
354|Nome353|21|Cidade35
355|Nome354|61|Cidade56
356|Nome355|22|Cidade97
357|Nome356|28|Cidade28
358|Nome357|39|Cidade34
359|Nome358|47|Cidade77
360|Nome359|23|Cidade99
361|Nome360|40|Cidade21
362|Nome361|60|Cidade94
363|Nome362|63|Cidade30
364|Nome363|50|Cidade62
365|Nome364|34|Cidade16
366|Nome365|64|Cidade4
367|Nome366|56|Cidade54
368|Nome367|29|Cidade21
369|Nome368|66|Cidade12
370|Nome369|52|Cidade52
371|Nome370|59|Cidade70
372|Nome371|47|Cidade90
373|Nome372|44|Cidade1
374|Nome373|27|Cidade61
375|Nome374|57|Cidade90
376|Nome375|39|Cidade81
377|Nome376|61|Cidade93
378|Nome377|37|Cidade98
379|Nome378|34|Cidade62
380|Nome379|50|Cidade50
381|Nome380|44|Cidade22
382|Nome381|53|Cidade48
383|Nome382|28|Cidade73
384|Nome383|49|Cidade56
385|Nome384|47|Cidade25
386|Nome385|55|Cidade89
387|Nome386|67|Cidade4
388|Nome387|49|Cidade80
389|Nome388|58|Cidade91
390|Nome389|69|Cidade51
391|Nome390|20|Cidade20
392|Nome391|31|Cidade7
393|Nome392|66|Cidade56
394|Nome393|33|Cidade53
395|Nome394|66|Cidade86
396|Nome395|45|Cidade73
397|Nome396|63|Cidade40
398|Nome397|23|Cidade93
399|Nome398|58|Cidade5
400|Nome399|54|Cidade45
401|Nome400|24|Cidade30
402|Nome401|60|Cidade31
403|Nome402|36|Cidade68
404|Nome403|41|Cidade54
405|Nome404|63|Cidade1
406|Nome405|37|Cidade94
407|Nome406|60|Cidade27
408|Nome407|27|Cidade86
409|Nome408|51|Cidade50
410|Nome409|27|Cidade50
411|Nome410|63|Cidade56
412|Nome411|64|Cidade78
413|Nome412|68|Cidade8
414|Nome413|38|Cidade30
415|Nome414|50|Cidade38
416|Nome415|37|Cidade35
417|Nome416|45|Cidade11
418|Nome417|61|Cidade89
419|Nome418|64|Cidade66
420|Nome419|25|Cidade82
421|Nome420|21|Cidade39
422|Nome421|49|Cidade51
423|Nome422|46|Cidade52
424|Nome423|21|Cidade59
425|Nome424|67|Cidade39
426|Nome425|56|Cidade56
427|Nome426|37|Cidade86
428|Nome427|23|Cidade14
429|Nome428|64|Cidade86
430|Nome429|56|Cidade86
431|Nome430|65|Cidade27
432|Nome431|66|Cidade89
433|Nome432|58|Cidade76
434|Nome433|63|Cidade39
435|Nome434|41|Cidade11
436|Nome435|40|Cidade78
437|Nome436|29|Cidade39
438|Nome437|56|Cidade84
439|Nome438|38|Cidade48
440|Nome439|60|Cidade4
441|Nome440|24|Cidade60
442|Nome441|57|Cidade39
443|Nome442|47|Cidade3
444|Nome443|64|Cidade79
445|Nome444|24|Cidade98
446|Nome445|64|Cidade43
447|Nome446|45|Cidade18
448|Nome447|52|Cidade24
449|Nome448|54|Cidade96
450|Nome449|57|Cidade95
451|Nome450|59|Cidade38
452|Nome451|35|Cidade24
453|Nome452|40|Cidade71
454|Nome453|47|Cidade26
455|Nome454|56|Cidade78
456|Nome455|46|Cidade26
457|Nome456|26|Cidade39
458|Nome457|62|Cidade91
459|Nome458|22|Cidade92
460|Nome459|45|Cidade47
461|Nome460|49|Cidade25
462|Nome461|18|Cidade51
463|Nome462|54|Cidade85
464|Nome463|41|Cidade62
465|Nome464|19|Cidade68
466|Nome465|28|Cidade40
467|Nome466|58|Cidade29
468|Nome467|51|Cidade23
469|Nome468|53|Cidade53
470|Nome469|46|Cidade54
471|Nome470|43|Cidade15
472|Nome471|22|Cidade43
473|Nome472|18|Cidade54
474|Nome473|22|Cidade73
475|Nome474|29|Cidade1
476|Nome475|43|Cidade45
477|Nome476|33|Cidade24
478|Nome477|51|Cidade97
479|Nome478|34|Cidade71
480|Nome479|32|Cidade96
481|Nome480|32|Cidade96
482|Nome481|58|Cidade53
483|Nome482|43|Cidade83
484|Nome483|40|Cidade64
485|Nome484|22|Cidade22
486|Nome485|37|Cidade42
487|Nome486|68|Cidade77
488|Nome487|67|Cidade23
489|Nome488|58|Cidade85
490|Nome489|43|Cidade34
491|Nome490|42|Cidade20
492|Nome491|69|Cidade92
493|Nome492|68|Cidade9
494|Nome493|50|Cidade7
495|Nome494|66|Cidade51
496|Nome495|34|Cidade3
497|Nome496|35|Cidade62
498|Nome497|22|Cidade81
499|Nome498|42|Cidade11
500|Nome499|66|Cidade32
501|Nome500|39|Cidade39
502|Nome501|24|Cidade60
503|Nome502|19|Cidade49
504|Nome503|30|Cidade32
505|Nome504|33|Cidade67
506|Nome505|26|Cidade59
507|Nome506|35|Cidade55
508|Nome507|27|Cidade15
509|Nome508|39|Cidade33
510|Nome509|59|Cidade61
511|Nome510|69|Cidade77
512|Nome511|32|Cidade97
513|Nome512|20|Cidade13
514|Nome513|55|Cidade77
515|Nome514|37|Cidade43
516|Nome515|18|Cidade24
517|Nome516|64|Cidade40
518|Nome517|36|Cidade63
519|Nome518|20|Cidade7
520|Nome519|22|Cidade24
521|Nome520|41|Cidade36
522|Nome521|67|Cidade91
523|Nome522|18|Cidade6
524|Nome523|65|Cidade79
525|Nome524|45|Cidade76
526|Nome525|41|Cidade17
527|Nome526|67|Cidade97
528|Nome527|18|Cidade91
529|Nome528|41|Cidade56
530|Nome529|51|Cidade69
531|Nome530|65|Cidade6
532|Nome531|64|Cidade95
533|Nome532|31|Cidade69
534|Nome533|24|Cidade39
535|Nome534|25|Cidade83
536|Nome535|63|Cidade24
537|Nome536|42|Cidade92
538|Nome537|39|Cidade61
539|Nome538|64|Cidade10
540|Nome539|57|Cidade34
541|Nome540|68|Cidade41
542|Nome541|53|Cidade61
543|Nome542|29|Cidade32
544|Nome543|35|Cidade97
545|Nome544|66|Cidade47
546|Nome545|44|Cidade28
547|Nome546|24|Cidade94
548|Nome547|52|Cidade79
549|Nome548|49|Cidade29
550|Nome549|54|Cidade98
551|Nome550|32|Cidade16
552|Nome551|62|Cidade12
553|Nome552|59|Cidade64
554|Nome553|28|Cidade39
555|Nome554|54|Cidade41
556|Nome555|69|Cidade71
557|Nome556|21|Cidade35
558|Nome557|58|Cidade79
559|Nome558|53|Cidade24
560|Nome559|25|Cidade23
561|Nome560|69|Cidade43
562|Nome561|57|Cidade38
563|Nome562|39|Cidade89
564|Nome563|65|Cidade80
565|Nome564|20|Cidade16
566|Nome565|34|Cidade17
567|Nome566|41|Cidade48
568|Nome567|18|Cidade93
569|Nome568|56|Cidade48
570|Nome569|30|Cidade74
571|Nome570|36|Cidade80
572|Nome571|69|Cidade8
573|Nome572|57|Cidade89
574|Nome573|19|Cidade63
575|Nome574|42|Cidade15
576|Nome575|31|Cidade63
577|Nome576|60|Cidade87
578|Nome577|19|Cidade34
579|Nome578|43|Cidade64
580|Nome579|57|Cidade81
581|Nome580|32|Cidade60
582|Nome581|38|Cidade37
583|Nome582|35|Cidade68
584|Nome583|68|Cidade91
585|Nome584|47|Cidade32
586|Nome585|20|Cidade29
587|Nome586|25|Cidade37
588|Nome587|46|Cidade4
589|Nome588|56|Cidade78
590|Nome589|41|Cidade69
591|Nome590|43|Cidade68
592|Nome591|65|Cidade27
593|Nome592|64|Cidade34
594|Nome593|39|Cidade26
595|Nome594|33|Cidade36
596|Nome595|20|Cidade79
597|Nome596|20|Cidade73
598|Nome597|61|Cidade62
599|Nome598|59|Cidade37
600|Nome599|18|Cidade81
601|Nome600|53|Cidade2
602|Nome601|63|Cidade13
603|Nome602|39|Cidade90
604|Nome603|54|Cidade42
605|Nome604|62|Cidade98
606|Nome605|62|Cidade38
607|Nome606|33|Cidade70
608|Nome607|68|Cidade56
609|Nome608|42|Cidade50
610|Nome609|32|Cidade45
611|Nome610|26|Cidade65
612|Nome611|19|Cidade26
613|Nome612|34|Cidade29
614|Nome613|63|Cidade28
615|Nome614|30|Cidade57
616|Nome615|37|Cidade36
617|Nome616|55|Cidade80
618|Nome617|64|Cidade39
619|Nome618|19|Cidade43
620|Nome619|53|Cidade1
621|Nome620|29|Cidade27
622|Nome621|37|Cidade65
623|Nome622|43|Cidade47
624|Nome623|47|Cidade38
625|Nome624|33|Cidade94
626|Nome625|41|Cidade67
627|Nome626|24|Cidade73
628|Nome627|62|Cidade99
629|Nome628|37|Cidade31
630|Nome629|37|Cidade41
631|Nome630|42|Cidade87
632|Nome631|63|Cidade71
633|Nome632|65|Cidade33
634|Nome633|32|Cidade43
635|Nome634|56|Cidade83
636|Nome635|48|Cidade70
637|Nome636|69|Cidade51
638|Nome637|64|Cidade29
639|Nome638|40|Cidade23
640|Nome639|57|Cidade81
641|Nome640|33|Cidade34
642|Nome641|26|Cidade16
643|Nome642|62|Cidade6
644|Nome643|29|Cidade38
645|Nome644|39|Cidade4
646|Nome645|60|Cidade44
647|Nome646|22|Cidade22
648|Nome647|47|Cidade68
649|Nome648|65|Cidade38
650|Nome649|63|Cidade86
651|Nome650|39|Cidade65
652|Nome651|62|Cidade5
653|Nome652|27|Cidade7
654|Nome653|57|Cidade91
655|Nome654|48|Cidade41
656|Nome655|32|Cidade34
657|Nome656|29|Cidade11
658|Nome657|45|Cidade19
659|Nome658|54|Cidade34
660|Nome659|67|Cidade89
661|Nome660|68|Cidade18
662|Nome661|35|Cidade82
663|Nome662|66|Cidade64
664|Nome663|57|Cidade19
665|Nome664|53|Cidade60
666|Nome665|37|Cidade52
667|Nome666|35|Cidade62
668|Nome667|22|Cidade85
669|Nome668|59|Cidade48
670|Nome669|69|Cidade52
671|Nome670|53|Cidade74
672|Nome671|59|Cidade81
673|Nome672|21|Cidade85
674|Nome673|65|Cidade93
675|Nome674|31|Cidade94
676|Nome675|27|Cidade81
677|Nome676|38|Cidade1
678|Nome677|20|Cidade22
679|Nome678|36|Cidade51
680|Nome679|36|Cidade70
681|Nome680|50|Cidade47
682|Nome681|24|Cidade39
683|Nome682|56|Cidade48
684|Nome683|47|Cidade62
685|Nome684|44|Cidade25
686|Nome685|56|Cidade27
687|Nome686|27|Cidade96
688|Nome687|54|Cidade60
689|Nome688|27|Cidade63
690|Nome689|20|Cidade43
691|Nome690|42|Cidade37
692|Nome691|41|Cidade3
693|Nome692|52|Cidade74
694|Nome693|64|Cidade90
695|Nome694|54|Cidade32
696|Nome695|30|Cidade86
697|Nome696|29|Cidade37
698|Nome697|60|Cidade76
699|Nome698|39|Cidade64
700|Nome699|23|Cidade43
701|Nome700|48|Cidade46
702|Nome701|21|Cidade79
703|Nome702|27|Cidade34
704|Nome703|43|Cidade37
705|Nome704|19|Cidade85
706|Nome705|18|Cidade80
707|Nome706|40|Cidade91
708|Nome707|56|Cidade17
709|Nome708|25|Cidade83
710|Nome709|46|Cidade4
711|Nome710|41|Cidade12
712|Nome711|57|Cidade99
713|Nome712|21|Cidade66
714|Nome713|55|Cidade22
715|Nome714|59|Cidade89
716|Nome715|67|Cidade15
717|Nome716|33|Cidade53
718|Nome717|22|Cidade15
719|Nome718|55|Cidade12
720|Nome719|54|Cidade49
721|Nome720|52|Cidade53
722|Nome721|32|Cidade49
723|Nome722|30|Cidade77
724|Nome723|55|Cidade95
725|Nome724|69|Cidade19
726|Nome725|57|Cidade73
727|Nome726|50|Cidade3
728|Nome727|66|Cidade97
729|Nome728|38|Cidade31
730|Nome729|19|Cidade88
731|Nome730|28|Cidade86
732|Nome731|21|Cidade58
733|Nome732|62|Cidade23
734|Nome733|38|Cidade71
735|Nome734|48|Cidade40
736|Nome735|36|Cidade95
737|Nome736|64|Cidade49
738|Nome737|54|Cidade1
739|Nome738|19|Cidade1
740|Nome739|46|Cidade16
741|Nome740|55|Cidade53
742|Nome741|45|Cidade48
743|Nome742|55|Cidade36
744|Nome743|22|Cidade3
745|Nome744|28|Cidade8
746|Nome745|40|Cidade71
747|Nome746|21|Cidade40
748|Nome747|54|Cidade24
749|Nome748|20|Cidade88
750|Nome749|34|Cidade96
751|Nome750|57|Cidade89
752|Nome751|64|Cidade24
753|Nome752|64|Cidade68
754|Nome753|54|Cidade34
755|Nome754|53|Cidade73
756|Nome755|32|Cidade57
757|Nome756|51|Cidade61
758|Nome757|28|Cidade10
759|Nome758|39|Cidade92
760|Nome759|39|Cidade46
761|Nome760|66|Cidade30
762|Nome761|48|Cidade99
763|Nome762|66|Cidade77
764|Nome763|28|Cidade19
765|Nome764|28|Cidade16
766|Nome765|53|Cidade51
767|Nome766|30|Cidade29
768|Nome767|36|Cidade39
769|Nome768|24|Cidade44
770|Nome769|65|Cidade57
771|Nome770|57|Cidade70
772|Nome771|59|Cidade59
773|Nome772|30|Cidade42
774|Nome773|42|Cidade39
775|Nome774|50|Cidade24
776|Nome775|63|Cidade58
777|Nome776|24|Cidade92
778|Nome777|57|Cidade4
779|Nome778|48|Cidade95
780|Nome779|53|Cidade93
781|Nome780|34|Cidade96
782|Nome781|54|Cidade7
783|Nome782|35|Cidade62
784|Nome783|60|Cidade59
785|Nome784|26|Cidade23
786|Nome785|69|Cidade19
787|Nome786|29|Cidade73
788|Nome787|30|Cidade96
789|Nome788|61|Cidade62
790|Nome789|37|Cidade92
791|Nome790|53|Cidade81
792|Nome791|61|Cidade76
793|Nome792|44|Cidade27
794|Nome793|31|Cidade85
795|Nome794|23|Cidade54
796|Nome795|29|Cidade99
797|Nome796|61|Cidade69
798|Nome797|61|Cidade28
799|Nome798|31|Cidade1
800|Nome799|65|Cidade13
801|Nome800|32|Cidade71
802|Nome801|25|Cidade16
803|Nome802|63|Cidade42
804|Nome803|47|Cidade94
805|Nome804|45|Cidade75
806|Nome805|27|Cidade17
807|Nome806|51|Cidade79
808|Nome807|45|Cidade34
809|Nome808|57|Cidade12
810|Nome809|52|Cidade15
811|Nome810|56|Cidade24
812|Nome811|41|Cidade45
813|Nome812|18|Cidade90
814|Nome813|33|Cidade69
815|Nome814|58|Cidade67
816|Nome815|65|Cidade39
817|Nome816|22|Cidade81
818|Nome817|25|Cidade67
819|Nome818|18|Cidade13
820|Nome819|63|Cidade58
821|Nome820|27|Cidade32
822|Nome821|61|Cidade75
823|Nome822|47|Cidade80
824|Nome823|52|Cidade21
825|Nome824|19|Cidade48
826|Nome825|49|Cidade16
827|Nome826|32|Cidade36
828|Nome827|67|Cidade32
829|Nome828|58|Cidade83
830|Nome829|18|Cidade40
831|Nome830|44|Cidade55
832|Nome831|55|Cidade31
833|Nome832|69|Cidade42
834|Nome833|45|Cidade9
835|Nome834|55|Cidade58
836|Nome835|21|Cidade52
837|Nome836|20|Cidade55
838|Nome837|54|Cidade68
839|Nome838|44|Cidade52
840|Nome839|54|Cidade28
841|Nome840|22|Cidade46
842|Nome841|47|Cidade65
843|Nome842|21|Cidade34
844|Nome843|36|Cidade15
845|Nome844|25|Cidade86
846|Nome845|23|Cidade24
847|Nome846|61|Cidade47
848|Nome847|30|Cidade60
849|Nome848|28|Cidade49
850|Nome849|63|Cidade40
851|Nome850|28|Cidade38
852|Nome851|59|Cidade75
853|Nome852|45|Cidade63
854|Nome853|62|Cidade9
855|Nome854|62|Cidade56
856|Nome855|23|Cidade65
857|Nome856|58|Cidade16
858|Nome857|22|Cidade94
859|Nome858|61|Cidade13
860|Nome859|58|Cidade6
861|Nome860|53|Cidade31
862|Nome861|58|Cidade56
863|Nome862|36|Cidade29
864|Nome863|66|Cidade80
865|Nome864|51|Cidade3
866|Nome865|38|Cidade21
867|Nome866|67|Cidade88
868|Nome867|19|Cidade22
869|Nome868|32|Cidade36
870|Nome869|44|Cidade16
871|Nome870|34|Cidade21
872|Nome871|23|Cidade47
873|Nome872|42|Cidade71
874|Nome873|44|Cidade14
875|Nome874|40|Cidade91
876|Nome875|39|Cidade23
877|Nome876|61|Cidade5
878|Nome877|33|Cidade16
879|Nome878|44|Cidade24
880|Nome879|40|Cidade60
881|Nome880|24|Cidade36
882|Nome881|38|Cidade3
883|Nome882|39|Cidade16
884|Nome883|56|Cidade38
885|Nome884|40|Cidade57
886|Nome885|28|Cidade62
887|Nome886|65|Cidade93
888|Nome887|50|Cidade67
889|Nome888|49|Cidade96
890|Nome889|65|Cidade80
891|Nome890|48|Cidade55
892|Nome891|57|Cidade35
893|Nome892|36|Cidade54
894|Nome893|47|Cidade48
895|Nome894|34|Cidade12
896|Nome895|24|Cidade12
897|Nome896|25|Cidade67
898|Nome897|38|Cidade51
899|Nome898|32|Cidade8
900|Nome899|66|Cidade36
901|Nome900|59|Cidade26
902|Nome901|24|Cidade34
903|Nome902|20|Cidade28
904|Nome903|53|Cidade97
905|Nome904|46|Cidade89
906|Nome905|33|Cidade70
907|Nome906|44|Cidade9
908|Nome907|66|Cidade20
909|Nome908|41|Cidade3
910|Nome909|42|Cidade78
911|Nome910|39|Cidade49
912|Nome911|32|Cidade46
913|Nome912|28|Cidade68
914|Nome913|67|Cidade46
915|Nome914|59|Cidade81
916|Nome915|52|Cidade29
917|Nome916|26|Cidade89
918|Nome917|26|Cidade98
919|Nome918|61|Cidade15
920|Nome919|43|Cidade81
921|Nome920|46|Cidade47
922|Nome921|38|Cidade65
923|Nome922|56|Cidade79
924|Nome923|27|Cidade98
925|Nome924|38|Cidade41
926|Nome925|66|Cidade22
927|Nome926|32|Cidade42
928|Nome927|30|Cidade98
929|Nome928|18|Cidade50
930|Nome929|48|Cidade10
931|Nome930|19|Cidade30
