ID	Nome	Idade	Cidade
109	Nome108	33	Cidade12
110	Nome109	63	Cidade30
111	Nome110	66	Cidade68
112	Nome111	35	Cidade89
113	Nome112	18	Cidade61
114	Nome113	55	Cidade29
115	Nome114	40	Cidade49
116	Nome115	67	Cidade51
117	Nome116	55	Cidade50
118	Nome117	62	Cidade62
119	Nome118	58	Cidade34
120	Nome119	40	Cidade2
121	Nome120	45	Cidade13
122	Nome121	49	Cidade33
123	Nome122	56	Cidade35
124	Nome123	27	Cidade14
125	Nome124	31	Cidade16
126	Nome125	34	Cidade84
127	Nome126	23	Cidade74
128	Nome127	44	Cidade29
129	Nome128	56	Cidade12
130	Nome129	60	Cidade44
131	Nome130	56	Cidade54
132	Nome131	24	Cidade40
133	Nome132	56	Cidade2
134	Nome133	30	Cidade58
135	Nome134	64	Cidade61
136	Nome135	41	Cidade22
137	Nome136	42	Cidade84
138	Nome137	28	Cidade2
139	Nome138	39	Cidade45
140	Nome139	18	Cidade90
141	Nome140	64	Cidade31
142	Nome141	66	Cidade2
143	Nome142	33	Cidade15
144	Nome143	40	Cidade84
145	Nome144	19	Cidade64
146	Nome145	62	Cidade60
147	Nome146	38	Cidade57
148	Nome147	50	Cidade79
149	Nome148	50	Cidade87
150	Nome149	52	Cidade21
151	Nome150	19	Cidade7
152	Nome151	21	Cidade64
153	Nome152	47	Cidade65
154	Nome153	65	Cidade98
155	Nome154	58	Cidade32
156	Nome155	64	Cidade11
157	Nome156	19	Cidade30
158	Nome157	50	Cidade95
159	Nome158	65	Cidade33
160	Nome159	65	Cidade12
161	Nome160	57	Cidade92
162	Nome161	38	Cidade1
163	Nome162	38	Cidade46
164	Nome163	51	Cidade63
165	Nome164	20	Cidade48
166	Nome165	48	Cidade98
167	Nome166	53	Cidade15
168	Nome167	61	Cidade53
169	Nome168	58	Cidade74
170	Nome169	62	Cidade49
171	Nome170	48	Cidade30
172	Nome171	61	Cidade65
173	Nome172	24	Cidade98
174	Nome173	31	Cidade65
175	Nome174	69	Cidade48
176	Nome175	53	Cidade45
177	Nome176	65	Cidade82
178	Nome177	59	Cidade32
179	Nome178	54	Cidade86
180	Nome179	39	Cidade63
181	Nome180	46	Cidade77
182	Nome181	33	Cidade3
183	Nome182	33	Cidade32
184	Nome183	51	Cidade25
185	Nome184	41	Cidade29
186	Nome185	41	Cidade86
187	Nome186	49	Cidade6
188	Nome187	20	Cidade84
189	Nome188	50	Cidade35
190	Nome189	53	Cidade87
191	Nome190	64	Cidade84
192	Nome191	22	Cidade21
193	Nome192	53	Cidade60
194	Nome193	58	Cidade66
195	Nome194	61	Cidade21
196	Nome195	63	Cidade78
197	Nome196	44	Cidade30
198	Nome197	35	Cidade7
199	Nome198	69	Cidade90
200	Nome199	35	Cidade68
201	Nome200	68	Cidade50
202	Nome201	46	Cidade39
203	Nome202	43	Cidade22
204	Nome203	44	Cidade33
205	Nome204	58	Cidade82
206	Nome205	28	Cidade81
207	Nome206	18	Cidade88
208	Nome207	46	Cidade35
209	Nome208	27	Cidade46
210	Nome209	34	Cidade16
211	Nome210	54	Cidade50
212	Nome211	29	Cidade99
213	Nome212	28	Cidade38
214	Nome213	43	Cidade30
215	Nome214	49	Cidade69
216	Nome215	31	Cidade55
217	Nome216	53	Cidade34
218	Nome217	55	Cidade16
219	Nome218	25	Cidade32
220	Nome219	33	Cidade44
221	Nome220	69	Cidade62
222	Nome221	40	Cidade41
223	Nome222	22	Cidade46
224	Nome223	48	Cidade59
225	Nome224	45	Cidade73
226	Nome225	40	Cidade2
227	Nome226	45	Cidade91
228	Nome227	40	Cidade87
229	Nome228	47	Cidade22
230	Nome229	56	Cidade53
231	Nome230	32	Cidade37
232	Nome231	36	Cidade89
233	Nome232	56	Cidade70
234	Nome233	67	Cidade58
235	Nome234	47	Cidade11
236	Nome235	25	Cidade18
237	Nome236	47	Cidade2
238	Nome237	29	Cidade21
239	Nome238	63	Cidade71
240	Nome239	54	Cidade33
241	Nome240	21	Cidade5
242	Nome241	20	Cidade36
243	Nome242	32	Cidade33
244	Nome243	26	Cidade6
245	Nome244	21	Cidade75
246	Nome245	40	Cidade98
247	Nome246	38	Cidade90
248	Nome247	55	Cidade25
249	Nome248	33	Cidade72
250	Nome249	51	Cidade22
251	Nome250	30	Cidade42
252	Nome251	34	Cidade1
253	Nome252	68	Cidade6
254	Nome253	36	Cidade73
255	Nome254	20	Cidade22
256	Nome255	39	Cidade95
257	Nome256	36	Cidade7
258	Nome257	49	Cidade24
259	Nome258	26	Cidade46
260	Nome259	32	Cidade23
261	Nome260	39	Cidade38
262	Nome261	53	Cidade73
263	Nome262	65	Cidade35
264	Nome263	43	Cidade1
265	Nome264	19	Cidade23
266	Nome265	63	Cidade26
267	Nome266	39	Cidade58
268	Nome267	30	Cidade73
269	Nome268	35	Cidade29
270	Nome269	37	Cidade29
271	Nome270	48	Cidade51
272	Nome271	18	Cidade16
273	Nome272	24	Cidade52
274	Nome273	60	Cidade22
275	Nome274	29	Cidade84
276	Nome275	48	Cidade66
277	Nome276	18	Cidade56
278	Nome277	40	Cidade90
279	Nome278	22	Cidade83
280	Nome279	62	Cidade67
281	Nome280	67	Cidade36
282	Nome281	67	Cidade43
283	Nome282	50	Cidade17
284	Nome283	34	Cidade20
285	Nome284	40	Cidade62
286	Nome285	49	Cidade7
287	Nome286	21	Cidade22
288	Nome287	42	Cidade57
289	Nome288	31	Cidade21
290	Nome289	34	Cidade63
291	Nome290	65	Cidade29
292	Nome291	23	Cidade69
293	Nome292	59	Cidade52
294	Nome293	49	Cidade61
295	Nome294	39	Cidade35
296	Nome295	32	Cidade88
297	Nome296	59	Cidade78
298	Nome297	59	Cidade69
299	Nome298	63	Cidade23
300	Nome299	40	Cidade43
301	Nome300	55	Cidade20
302	Nome301	52	Cidade75
303	Nome302	21	Cidade84
304	Nome303	59	Cidade73
305	Nome304	47	Cidade98
306	Nome305	30	Cidade78
307	Nome306	61	Cidade66
308	Nome307	49	Cidade85
309	Nome308	20	Cidade20
310	Nome309	37	Cidade96
311	Nome310	20	Cidade88
312	Nome311	23	Cidade63
313	Nome312	50	Cidade80
314	Nome313	25	Cidade83
315	Nome314	35	Cidade42
316	Nome315	18	Cidade49
317	Nome316	32	Cidade13
318	Nome317	60	Cidade10
319	Nome318	34	Cidade21
320	Nome319	66	Cidade42
321	Nome320	54	Cidade58
322	Nome321	63	Cidade5
323	Nome322	50	Cidade69
324	Nome323	45	Cidade5
325	Nome324	63	Cidade6
326	Nome325	28	Cidade44
327	Nome326	54	Cidade44
328	Nome327	64	Cidade73
329	Nome328	55	Cidade45
330	Nome329	50	Cidade71
331	Nome330	56	Cidade49
332	Nome331	61	Cidade52
333	Nome332	27	Cidade21
334	Nome333	61	Cidade65
335	Nome334	60	Cidade80
336	Nome335	29	Cidade33
337	Nome336	52	Cidade38
338	Nome337	40	Cidade58
339	Nome338	30	Cidade14
340	Nome339	46	Cidade55
341	Nome340	62	Cidade81
342	Nome341	25	Cidade19
343	Nome342	46	Cidade66
344	Nome343	27	Cidade60
345	Nome344	41	Cidade76
346	Nome345	66	Cidade12
347	Nome346	68	Cidade55
348	Nome347	59	Cidade20
349	Nome348	58	Cidade68
350	Nome349	54	Cidade16
351	Nome350	68	Cidade34
352	Nome351	26	Cidade43
353	Nome352	40	Cidade50
354	Nome353	24	Cidade52
355	Nome354	48	Cidade47
356	Nome355	55	Cidade34
357	Nome356	39	Cidade89
358	Nome357	49	Cidade82
359	Nome358	57	Cidade51
360	Nome359	19	Cidade51
361	Nome360	53	Cidade5
362	Nome361	19	Cidade29
363	Nome362	30	Cidade39
364	Nome363	56	Cidade11
365	Nome364	54	Cidade65
366	Nome365	26	Cidade7
367	Nome366	42	Cidade98
368	Nome367	23	Cidade21
369	Nome368	29	Cidade64
370	Nome369	64	Cidade60
371	Nome370	27	Cidade44
372	Nome371	49	Cidade61
373	Nome372	51	Cidade23
374	Nome373	42	Cidade24
375	Nome374	59	Cidade92
376	Nome375	22	Cidade5
377	Nome376	21	Cidade32
378	Nome377	60	Cidade35
379	Nome378	38	Cidade99
380	Nome379	61	Cidade24
381	Nome380	36	Cidade53
382	Nome381	67	Cidade51
383	Nome382	28	Cidade5
384	Nome383	69	Cidade27
385	Nome384	41	Cidade36
386	Nome385	20	Cidade91
387	Nome386	18	Cidade70
388	Nome387	20	Cidade54
389	Nome388	68	Cidade77
390	Nome389	30	Cidade50
391	Nome390	54	Cidade33
392	Nome391	25	Cidade82
393	Nome392	36	Cidade69
394	Nome393	42	Cidade75
395	Nome394	38	Cidade69
396	Nome395	26	Cidade17
397	Nome396	64	Cidade28
398	Nome397	27	Cidade21
399	Nome398	64	Cidade34
400	Nome399	40	Cidade30
401	Nome400	38	Cidade73
402	Nome401	34	Cidade37
403	Nome402	67	Cidade87
404	Nome403	51	Cidade59
405	Nome404	28	Cidade86
406	Nome405	35	Cidade84
407	Nome406	53	Cidade59
408	Nome407	22	Cidade89
409	Nome408	55	Cidade83
410	Nome409	40	Cidade39
411	Nome410	39	Cidade36
412	Nome411	19	Cidade78
413	Nome412	68	Cidade71
414	Nome413	59	Cidade52
415	Nome414	65	Cidade30
416	Nome415	23	Cidade75
417	Nome416	22	Cidade75
418	Nome417	68	Cidade27
419	Nome418	40	Cidade55
420	Nome419	53	Cidade79
421	Nome420	27	Cidade85
422	Nome421	20	Cidade92
423	Nome422	41	Cidade17
424	Nome423	58	Cidade18
425	Nome424	62	Cidade20
426	Nome425	48	Cidade72
427	Nome426	39	Cidade73
428	Nome427	22	Cidade53
429	Nome428	65	Cidade94
430	Nome429	26	Cidade22
431	Nome430	28	Cidade67
432	Nome431	60	Cidade41
433	Nome432	42	Cidade79
434	Nome433	30	Cidade33
435	Nome434	69	Cidade75
436	Nome435	22	Cidade48
437	Nome436	47	Cidade53
438	Nome437	19	Cidade93
439	Nome438	64	Cidade13
440	Nome439	68	Cidade34
441	Nome440	31	Cidade82
442	Nome441	18	Cidade78
443	Nome442	19	Cidade66
444	Nome443	28	Cidade97
445	Nome444	52	Cidade18
446	Nome445	46	Cidade58
447	Nome446	24	Cidade64
448	Nome447	39	Cidade69
449	Nome448	21	Cidade98
450	Nome449	35	Cidade7
451	Nome450	32	Cidade71
452	Nome451	67	Cidade48
453	Nome452	56	Cidade54
454	Nome453	33	Cidade63
455	Nome454	32	Cidade32
456	Nome455	35	Cidade73
457	Nome456	56	Cidade7
458	Nome457	54	Cidade56
459	Nome458	55	Cidade72
460	Nome459	40	Cidade18
461	Nome460	23	Cidade44
462	Nome461	49	Cidade47
463	Nome462	66	Cidade82
464	Nome463	37	Cidade4
465	Nome464	64	Cidade97
466	Nome465	36	Cidade54
467	Nome466	46	Cidade93
468	Nome467	58	Cidade8
469	Nome468	51	Cidade59
470	Nome469	29	Cidade47
471	Nome470	57	Cidade49
472	Nome471	50	Cidade35
473	Nome472	53	Cidade44
474	Nome473	63	Cidade86
475	Nome474	30	Cidade55
476	Nome475	44	Cidade53
477	Nome476	35	Cidade83
478	Nome477	38	Cidade87
479	Nome478	32	Cidade3
480	Nome479	51	Cidade18
481	Nome480	44	Cidade2
482	Nome481	62	Cidade41
483	Nome482	46	Cidade43
484	Nome483	20	Cidade22
485	Nome484	29	Cidade8
486	Nome485	24	Cidade68
487	Nome486	34	Cidade67
488	Nome487	61	Cidade1
489	Nome488	45	Cidade1
490	Nome489	55	Cidade82
491	Nome490	60	Cidade14
492	Nome491	33	Cidade76
493	Nome492	41	Cidade52
494	Nome493	62	Cidade69
495	Nome494	51	Cidade69
496	Nome495	32	Cidade31
497	Nome496	32	Cidade81
498	Nome497	24	Cidade12
499	Nome498	34	Cidade73
500	Nome499	54	Cidade94
501	Nome500	42	Cidade71
502	Nome501	27	Cidade12
503	Nome502	61	Cidade92
504	Nome503	29	Cidade1
505	Nome504	55	Cidade33
506	Nome505	21	Cidade37
507	Nome506	49	Cidade89
508	Nome507	55	Cidade20
509	Nome508	49	Cidade79
510	Nome509	40	Cidade15
511	Nome510	20	Cidade98
512	Nome511	37	Cidade93
513	Nome512	47	Cidade6
514	Nome513	39	Cidade47
515	Nome514	41	Cidade60
516	Nome515	66	Cidade27
517	Nome516	53	Cidade45
518	Nome517	68	Cidade25
519	Nome518	56	Cidade8
520	Nome519	69	Cidade57
521	Nome520	28	Cidade61
522	Nome521	41	Cidade74
523	Nome522	34	Cidade75
524	Nome523	36	Cidade15
525	Nome524	56	Cidade85
526	Nome525	32	Cidade86
527	Nome526	63	Cidade77
528	Nome527	32	Cidade75
529	Nome528	27	Cidade15
530	Nome529	58	Cidade15
531	Nome530	44	Cidade65
532	Nome531	67	Cidade52
533	Nome532	55	Cidade43
534	Nome533	68	Cidade27
535	Nome534	42	Cidade70
536	Nome535	30	Cidade7
537	Nome536	24	Cidade90
538	Nome537	59	Cidade96
539	Nome538	51	Cidade83
540	Nome539	68	Cidade8
541	Nome540	39	Cidade15
542	Nome541	52	Cidade43
543	Nome542	41	Cidade82
544	Nome543	28	Cidade49
545	Nome544	62	Cidade59
546	Nome545	23	Cidade2
547	Nome546	44	Cidade39
548	Nome547	23	Cidade42
549	Nome548	67	Cidade55
550	Nome549	31	Cidade93
551	Nome550	66	Cidade22
552	Nome551	47	Cidade62
553	Nome552	57	Cidade37
554	Nome553	35	Cidade95
555	Nome554	34	Cidade69
556	Nome555	20	Cidade52
557	Nome556	44	Cidade98
558	Nome557	26	Cidade44
559	Nome558	26	Cidade69
560	Nome559	29	Cidade74
561	Nome560	43	Cidade54
562	Nome561	36	Cidade40
563	Nome562	40	Cidade48
564	Nome563	33	Cidade49
565	Nome564	62	Cidade9
566	Nome565	52	Cidade48
567	Nome566	22	Cidade55
568	Nome567	56	Cidade13
569	Nome568	24	Cidade99
570	Nome569	39	Cidade70
571	Nome570	22	Cidade95
572	Nome571	65	Cidade22
573	Nome572	27	Cidade23
574	Nome573	69	Cidade29
575	Nome574	48	Cidade50
576	Nome575	28	Cidade18
577	Nome576	42	Cidade89
578	Nome577	28	Cidade88
579	Nome578	19	Cidade49
580	Nome579	33	Cidade72
581	Nome580	48	Cidade6
582	Nome581	53	Cidade52
583	Nome582	28	Cidade35
584	Nome583	31	Cidade83
585	Nome584	20	Cidade91
586	Nome585	65	Cidade99
587	Nome586	18	Cidade48
588	Nome587	30	Cidade13
589	Nome588	53	Cidade51
590	Nome589	60	Cidade21
591	Nome590	46	Cidade38
592	Nome591	67	Cidade36
593	Nome592	29	Cidade76
594	Nome593	26	Cidade76
595	Nome594	69	Cidade55
596	Nome595	26	Cidade64
597	Nome596	26	Cidade36
598	Nome597	64	Cidade45
599	Nome598	63	Cidade14
600	Nome599	32	Cidade17
601	Nome600	32	Cidade5
602	Nome601	60	Cidade97
603	Nome602	40	Cidade85
604	Nome603	67	Cidade23
605	Nome604	48	Cidade76
606	Nome605	61	Cidade71
607	Nome606	50	Cidade8
608	Nome607	48	Cidade75
609	Nome608	59	Cidade43
610	Nome609	65	Cidade97
611	Nome610	68	Cidade57
612	Nome611	22	Cidade39
613	Nome612	58	Cidade2
614	Nome613	69	Cidade35
615	Nome614	60	Cidade43
616	Nome615	41	Cidade57
617	Nome616	39	Cidade10
618	Nome617	18	Cidade89
619	Nome618	30	Cidade86
620	Nome619	23	Cidade83
621	Nome620	27	Cidade7
622	Nome621	61	Cidade59
623	Nome622	34	Cidade37
624	Nome623	23	Cidade98
625	Nome624	31	Cidade18
626	Nome625	24	Cidade17
627	Nome626	21	Cidade20
628	Nome627	48	Cidade64
629	Nome628	59	Cidade11
630	Nome629	24	Cidade99
631	Nome630	61	Cidade33
632	Nome631	30	Cidade57
633	Nome632	37	Cidade26
634	Nome633	56	Cidade35
635	Nome634	52	Cidade13
636	Nome635	48	Cidade87
637	Nome636	67	Cidade8
638	Nome637	29	Cidade34
639	Nome638	48	Cidade25
640	Nome639	24	Cidade44
641	Nome640	45	Cidade85
642	Nome641	24	Cidade52
643	Nome642	65	Cidade72
644	Nome643	31	Cidade67
645	Nome644	25	Cidade33
646	Nome645	65	Cidade4
647	Nome646	65	Cidade71
648	Nome647	54	Cidade12
649	Nome648	59	Cidade40
650	Nome649	46	Cidade77
651	Nome650	64	Cidade49
652	Nome651	26	Cidade93
653	Nome652	36	Cidade17
654	Nome653	56	Cidade79
655	Nome654	33	Cidade90
656	Nome655	27	Cidade29
657	Nome656	36	Cidade54
658	Nome657	67	Cidade25
659	Nome658	47	Cidade55
660	Nome659	32	Cidade52
661	Nome660	52	Cidade12
662	Nome661	69	Cidade65
663	Nome662	60	Cidade40
664	Nome663	25	Cidade33
665	Nome664	63	Cidade44
666	Nome665	38	Cidade55
667	Nome666	46	Cidade91
668	Nome667	58	Cidade2
669	Nome668	50	Cidade89
670	Nome669	38	Cidade83
671	Nome670	45	Cidade57
672	Nome671	68	Cidade77
673	Nome672	48	Cidade4
674	Nome673	38	Cidade84
675	Nome674	67	Cidade3
676	Nome675	26	Cidade96
677	Nome676	59	Cidade47
678	Nome677	59	Cidade95
679	Nome678	67	Cidade58
680	Nome679	68	Cidade87
681	Nome680	58	Cidade62
682	Nome681	43	Cidade86
683	Nome682	40	Cidade85
684	Nome683	27	Cidade59
685	Nome684	49	Cidade70
686	Nome685	51	Cidade94
687	Nome686	66	Cidade15
688	Nome687	43	Cidade86
689	Nome688	65	Cidade38
690	Nome689	31	Cidade90
691	Nome690	53	Cidade34
692	Nome691	61	Cidade60
693	Nome692	48	Cidade16
694	Nome693	46	Cidade38
695	Nome694	57	Cidade83
696	Nome695	61	Cidade68
697	Nome696	46	Cidade3
698	Nome697	38	Cidade52
699	Nome698	53	Cidade36
700	Nome699	27	Cidade99
701	Nome700	46	Cidade45
702	Nome701	38	Cidade73
703	Nome702	25	Cidade7
704	Nome703	63	Cidade14
705	Nome704	32	Cidade80
706	Nome705	62	Cidade51
707	Nome706	49	Cidade43
708	Nome707	56	Cidade29
709	Nome708	43	Cidade52
710	Nome709	57	Cidade91
711	Nome710	27	Cidade45
712	Nome711	41	Cidade56
713	Nome712	67	Cidade83
714	Nome713	53	Cidade39
715	Nome714	61	Cidade21
716	Nome715	42	Cidade46
717	Nome716	26	Cidade32
718	Nome717	19	Cidade43
719	Nome718	49	Cidade76
720	Nome719	45	Cidade66
721	Nome720	28	Cidade41
722	Nome721	68	Cidade93
723	Nome722	38	Cidade87
724	Nome723	67	Cidade58
725	Nome724	37	Cidade54
726	Nome725	56	Cidade73
727	Nome726	35	Cidade31
728	Nome727	63	Cidade16
729	Nome728	20	Cidade66
730	Nome729	20	Cidade10
731	Nome730	32	Cidade13
732	Nome731	50	Cidade61
733	Nome732	67	Cidade30
734	Nome733	32	Cidade13
735	Nome734	20	Cidade39
736	Nome735	59	Cidade6
737	Nome736	27	Cidade99
738	Nome737	39	Cidade53
739	Nome738	28	Cidade69
740	Nome739	66	Cidade32
741	Nome740	56	Cidade29
742	Nome741	60	Cidade27
743	Nome742	63	Cidade65
744	Nome743	57	Cidade85
745	Nome744	69	Cidade3
746	Nome745	19	Cidade44
747	Nome746	63	Cidade66
748	Nome747	46	Cidade25
749	Nome748	40	Cidade23
750	Nome749	42	Cidade11
751	Nome750	66	Cidade59
752	Nome751	28	Cidade51
753	Nome752	24	Cidade51
754	Nome753	57	Cidade4
755	Nome754	21	Cidade37
756	Nome755	25	Cidade53
757	Nome756	45	Cidade86
758	Nome757	37	Cidade37
759	Nome758	61	Cidade88
760	Nome759	67	Cidade46
761	Nome760	47	Cidade33
762	Nome761	64	Cidade84
763	Nome762	24	Cidade26
764	Nome763	19	Cidade50
765	Nome764	18	Cidade57
766	Nome765	54	Cidade25
767	Nome766	52	Cidade24
768	Nome767	52	Cidade54
769	Nome768	50	Cidade44
770	Nome769	31	Cidade17
771	Nome770	38	Cidade85
772	Nome771	20	Cidade34
773	Nome772	55	Cidade79
774	Nome773	48	Cidade32
775	Nome774	58	Cidade17
776	Nome775	29	Cidade41
777	Nome776	28	Cidade86
778	Nome777	54	Cidade13
779	Nome778	59	Cidade96
780	Nome779	69	Cidade52
781	Nome780	52	Cidade12
782	Nome781	43	Cidade4
783	Nome782	52	Cidade26
784	Nome783	68	Cidade80
785	Nome784	33	Cidade71
786	Nome785	29	Cidade43
787	Nome786	55	Cidade70
788	Nome787	42	Cidade94
789	Nome788	22	Cidade11
790	Nome789	34	Cidade79
791	Nome790	63	Cidade52
792	Nome791	20	Cidade58
793	Nome792	31	Cidade43
794	Nome793	44	Cidade12
795	Nome794	68	Cidade92
796	Nome795	29	Cidade58
797	Nome796	38	Cidade95
798	Nome797	61	Cidade76
799	Nome798	43	Cidade61
800	Nome799	30	Cidade65
801	Nome800	63	Cidade52
802	Nome801	45	Cidade46
803	Nome802	58	Cidade1
804	Nome803	54	Cidade90
805	Nome804	18	Cidade27
806	Nome805	53	Cidade51
807	Nome806	60	Cidade85
808	Nome807	59	Cidade95
809	Nome808	23	Cidade29
810	Nome809	36	Cidade57
811	Nome810	51	Cidade79
812	Nome811	45	Cidade16
813	Nome812	36	Cidade74
814	Nome813	55	Cidade45
815	Nome814	33	Cidade72
816	Nome815	69	Cidade8
817	Nome816	58	Cidade6
818	Nome817	62	Cidade80
819	Nome818	20	Cidade58
820	Nome819	20	Cidade87
821	Nome820	29	Cidade16
822	Nome821	51	Cidade48
823	Nome822	30	Cidade29
824	Nome823	28	Cidade54
825	Nome824	53	Cidade10
826	Nome825	28	Cidade61
827	Nome826	24	Cidade57
828	Nome827	42	Cidade78
829	Nome828	56	Cidade75
830	Nome829	33	Cidade21
831	Nome830	52	Cidade42
832	Nome831	20	Cidade95
833	Nome832	21	Cidade21
834	Nome833	66	Cidade40
835	Nome834	56	Cidade71
836	Nome835	53	Cidade64
837	Nome836	28	Cidade34
838	Nome837	59	Cidade54
839	Nome838	39	Cidade60
840	Nome839	46	Cidade33
841	Nome840	57	Cidade59
842	Nome841	63	Cidade47
843	Nome842	60	Cidade30
844	Nome843	24	Cidade43
845	Nome844	36	Cidade12
846	Nome845	32	Cidade39
847	Nome846	29	Cidade49
848	Nome847	52	Cidade18
849	Nome848	20	Cidade34
850	Nome849	38	Cidade61
851	Nome850	51	Cidade78
852	Nome851	37	Cidade96
853	Nome852	34	Cidade35
854	Nome853	22	Cidade42
855	Nome854	22	Cidade23
856	Nome855	65	Cidade52
857	Nome856	62	Cidade24
858	Nome857	29	Cidade77
859	Nome858	68	Cidade3
860	Nome859	28	Cidade10
861	Nome860	24	Cidade5
862	Nome861	21	Cidade90
863	Nome862	67	Cidade50
864	Nome863	42	Cidade13
865	Nome864	41	Cidade61
866	Nome865	52	Cidade2
867	Nome866	30	Cidade72
868	Nome867	55	Cidade18
869	Nome868	56	Cidade4
870	Nome869	38	Cidade85
871	Nome870	35	Cidade80
872	Nome871	45	Cidade81
873	Nome872	45	Cidade17
874	Nome873	63	Cidade23
875	Nome874	51	Cidade80
876	Nome875	30	Cidade16
877	Nome876	18	Cidade91
878	Nome877	51	Cidade74
879	Nome878	34	Cidade59
880	Nome879	53	Cidade50
881	Nome880	57	Cidade5
882	Nome881	44	Cidade43
883	Nome882	23	Cidade88
884	Nome883	58	Cidade44
885	Nome884	64	Cidade76
886	Nome885	33	Cidade3
887	Nome886	69	Cidade37
888	Nome887	29	Cidade5
889	Nome888	21	Cidade51
890	Nome889	42	Cidade44
891	Nome890	22	Cidade38
892	Nome891	67	Cidade84
893	Nome892	43	Cidade31
894	Nome893	18	Cidade2
895	Nome894	52	Cidade99
896	Nome895	36	Cidade17
897	Nome896	66	Cidade11
898	Nome897	37	Cidade30
899	Nome898	48	Cidade60
900	Nome899	21	Cidade38
901	Nome900	43	Cidade7
902	Nome901	25	Cidade43
903	Nome902	20	Cidade62
904	Nome903	20	Cidade31
905	Nome904	57	Cidade32
906	Nome905	62	Cidade94
907	Nome906	57	Cidade74
908	Nome907	29	Cidade87
909	Nome908	19	Cidade73
910	Nome909	57	Cidade30
911	Nome910	24	Cidade47
912	Nome911	61	Cidade72
913	Nome912	24	Cidade97
914	Nome913	41	Cidade73
915	Nome914	25	Cidade47
916	Nome915	41	Cidade46
917	Nome916	41	Cidade20
918	Nome917	28	Cidade88
919	Nome918	46	Cidade30
920	Nome919	31	Cidade72
921	Nome920	23	Cidade39
922	Nome921	56	Cidade24
923	Nome922	35	Cidade25
924	Nome923	57	Cidade1
925	Nome924	24	Cidade89
926	Nome925	31	Cidade76
927	Nome926	59	Cidade71
928	Nome927	47	Cidade92
929	Nome928	19	Cidade75
930	Nome929	46	Cidade76
931	Nome930	48	Cidade33
